rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/taxi_to_the_dark_side,Taxi to the Dark Side,"This documentary explores the American military's use of torture by focusing on the unsolved murder of an Afhgani taxi driver who, in 2002, was taken for questioning at Bagram Force Air Base. Five days later, the man was dead. The medical examiner claimed the driver died from excessive physical abuse. Taking this case as a jumping-off point, the film examines wider claims of torture that occurred at bases like Abu Ghraib and Guantanamo Bay during the Bush administration.","Taxi to the Dark Side is an intelligent, powerful look into the dark corners of the War on Terror.",R,"Documentary, Special Interest",Alex Gibney,Alex Gibney,"Moazzam Begg, Willie Brand, Jack Cloonan, Scott Horton, Damien Corsetti, Ken Davis, Alberto J. Mora, Clive Stafford Smith, Carlotta Gall, Tim Golden, Tony Lagouranis, Carl Levin, Alfred McCoy, Alberto Mora, Anthony Morden, Glendale Walls, Lawrence Wilkerson, Tim Wilner, John Yoo, Alex Gibney",2007-04-28,2019-10-21,106.0,ThinkFilm,Certified-Fresh,100.0,93.0,Upright,90.0,7426.0,29,93,0
m/teenage-paparazzi,Teenage Paparazzo,An examination of the relationship between celebrity and society.,,NR,"Documentary, Special Interest",Adrian Grenier,"Adrian Grenier, Thomas de Zengotita","Alwy Visschedyk, Henry Jenkins, Austin Visschedyk, Jake Halpern, Jaleel White, Adrian Grenier, James Hosney, Jane Sieberts, Jerry Ferrara, Kevin Connolly, Lewis Black, Lindsay Lohan, Mario López, Martin Landau, Matt Damon, Michelle Rodriguez, Noam Chomsky, Paris Hilton, Perez Hilton, Rosie O'Donnell, Steve Sands, Suzy McCoppin, Thomas DeZengotita, Whoopi Goldberg",2010-12-31,2016-08-10,94.0,HBO Documentary,Fresh,100.0,6.0,Upright,94.0,2549.0,1,6,0
m/tel_aviv_on_fire,Tel Aviv on Fire,"Salam, a Palestinian living in Jerusalem, works on a popular soap opera. He gets ideas for the show from the commander at the check point he passes through each day, and his career takes off.","Thoughtful and well-acted, Tel Aviv on Fire highlights the awful absurdity of war -- and proves it's possible to find humor in the midst of cultural conflict.",NR,"Art House & International, Comedy, Drama",Sameh Zoabi,"Dan Kleinman, Sameh Zoabi","Kais Nashif, Lubna Azabal, Yaniv Biton, Nadim Sawalha, Maisa Abd Elhadi, Salim Dau, Yousef 'Joe' Sweid, Amer Hlehel",2019-08-02,2019-10-24,97.0,Cohen Media Group,Certified-Fresh,90.0,60.0,,86.0,28.0,17,54,6
m/tell_me_who_i_am,Tell Me Who I Am,A teenager wakes up from a coma after surviving a motorcycle accident.,"While it may raise more questions than it ultimately answers, Tell Me Who I Am unravels a real-life horror story to devastating effect.",NR,"Documentary, Mystery & Suspense",Ed Perkins,,"Andrew Caley, Alex Lewis, Marcus Lewis, Kathleen Ray, Marcus Lewis, Evan Milton, Thomas Mulhurn, Kathleen Raymond",2019-10-18,2019-10-18,85.0,Netflix,Certified-Fresh,97.0,36.0,Upright,88.0,182.0,13,35,1
m/temple_grandin,Temple Grandin,"Before enrolling in college, famed animal husbandry expert Temple Grandin (Claire Danes) visits a cattle ranch owned by her aunt Ann (Catherine O'Hara) and demonstrates a brilliance for all things mechanical. Once classes begin, the autistic Grandin rises to meet the intellectual challenges -- though the social ones are a bit more difficult. Grandin triumphs over prejudice to become an innovator in the field of animal care, and a lifelong advocate for humane slaughtering practices.","A heartfelt glimpse into Temple Grandin's mind, this engrossing biopic reaches its full potential thanks to Claire Danes' unsentimental performance.",PG,"Drama, Television",Mick Jackson,"Christopher Monger, William Merritt Johnson","Claire Danes, Julia Ormond, Catherine O'Hara, David Strathairn, Stephanie Faracy, Barry Tubb, Melissa Farman, Steve Shearer, Richard Dillard, Michael Crabtree, Charles Baker (II), David Born, Rutherford Cravens, Matthew Posey, Toby Metcalf, Cyndi Williams, Steve Uzzell, Rick Espaillat, Jim Flowers, Michael Conway, William Akey, Kristin McCollum, Chris Olson, Joe Nemmers, Gerry Robert Byrne, Aaron Taylor-Johnson, Cherami Leigh, John Rawley, Phil Harrington, Cassandra L. Small, Robert Newell, Jessica Wilson, Ken Webster, Carl Savering, Brady Coleman, Blair Bomar, Xochitl Romero, David Blackwell, Sheila Bailey-Lucas, Wally Welch, Michael Costello, Brian Bentley, Diane Perella, Jenna Wheeler Hughes",2010-02-06,2016-08-10,110.0,Aviator Films,Certified-Fresh,100.0,30.0,Upright,94.0,5277.0,18,30,0
m/tenant,The Tenant,"In Paris, isolated Eastern European émigré Trelkovsky (Roman Polanski) rents an apartment in a spooky old building whose inhabitants regard him with suspicion and even outright hostility. When he learns that the apartment's previous tenant, a beautiful woman, tried to commit suicide by jumping out the window, Trelkovsky begins to identify with her in increasingly disturbing ways. Then, to make matters even worse, he reaches the conclusion that his new neighbors are plotting to kill him.","A rough-edged thriller that lacks the precision of Polanski's best work, but makes up for it with its skillful mounting of paranoia, dread, and dark themes.",R,"Classics, Horror, Mystery & Suspense",Roman Polanski,"Roman Polanski, Gérard Brach","Roman Polanski, Melvyn Douglas, Isabelle Adjani, Bernard Fresson, Lila Kedrova, Claude Dauphin, Florence Blot, Shelley Winters, Claude Piéplu, Rufus, Romain Bouteille, Jacques Monod, Patrice Alexandre, Josiane Balasko, Jean-Pierre Bagot, Michel Blanc, Jacky Cohen, Bernard-Pierre Donnadieu, Alain Frerot, Gérard Jugnot, Raoul Guylad, Héléna Manson, Arlette Reinerg, Eva Ionesco, Gerard Pereira, Maïté Nahyr, Andre Penvern, Dominique Poulange, Serge Spira, Jacques Rosny, Vanessa Vaylor, Francois Viaur, Jo Van Fleet",1976-05-26,2017-01-01,125.0,Paramount Pictures,Fresh,88.0,32.0,Upright,87.0,11326.0,6,28,4
m/terminator,The Terminator,"Disguised as a human, a cyborg assassin known as a Terminator (Arnold Schwarzenegger) travels from 2029 to 1984 to kill Sarah Connor (Linda Hamilton). Sent to protect Sarah is Kyle Reese (Michael Biehn), who divulges the coming of Skynet, an artificial intelligence system that will spark a nuclear holocaust. Sarah is targeted because Skynet knows that her unborn son will lead the fight against them. With the virtually unstoppable Terminator in hot pursuit, she and Kyle attempt to escape.","With its impressive action sequences, taut economic direction, and relentlessly fast pace, it's clear why The Terminator continues to be an influence on sci-fi and action flicks.",R,"Action & Adventure, Science Fiction & Fantasy",James Cameron,"William Wisher Jr., James Cameron, Gale Anne Hurd","Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Paul Winfield, Lance Henriksen, Rick Rossovich, Bess Motta, Earl Boen, Dick Miller, Shawn Schepps, Franco Columbu, Stanzi Stokes, Bill Paxton, Bruce M. Kerner, Brad Reardon, Brian Thompson, William Wisher Jr., Ken Fritz, Tom Oberhaus, Ed Dogans, Joe Farago, Hettie Lynne Hurtes, Tony Mirelez, Philip Gordon, Anthony T. Trujillio, Stan Yale, Al Kahn, Leslie Morris, Hugh Farrington, Harriet Medin, Loree Frazier, James Ralston, Norman Friedman, Ken Foree, Barbara Powers, Wayne Stone, David Hyde Pierce, John Bristol, Webster Williams, Patrick Pinney, Bill W. Richmond, Chino ""Fats"" Williams, Gregory Robbins, Marianne Muellerleile, John Durban",1984-10-26,2015-07-05,108.0,Orion Pictures Corporation,Certified-Fresh,100.0,64.0,Upright,89.0,776580.0,14,64,0
m/terminator_2_judgment_day,Terminator 2: Judgment Day,"In this sequel set eleven years after ""The Terminator,"" young John Connor (Edward Furlong), the key to civilization's victory over a future robot uprising, is the target of the shape-shifting T-1000 (Robert Patrick), a Terminator sent from the future to kill him. Another Terminator, the revamped T-800 (Arnold Schwarzenegger), has been sent back to protect the boy. As John and his mother (Linda Hamilton) go on the run with the T-800, the boy forms an unexpected bond with the robot.","T2 features thrilling action sequences and eye-popping visual effects, but what takes this sci-fi/ action landmark to the next level is the depth of the human (and cyborg) characters.",R,"Action & Adventure, Drama, Science Fiction & Fantasy",James Cameron,"William Wisher Jr., James Cameron","Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick, Earl Boen, Joe Morton, S. Epatha Merkerson, Castulo Guerra, Danny Cooksey, Jenette Goldstein, Leslie Hamilton Gaerren, Xander Berkeley, Leslie Hamilton Gearren, Ken Gibbel, Robert Winley, Pete Schrum, Shane Wilder, Michael Edwards, Jared Lounsberry, Casey Chavez, Ennalls Berl, Don Lake, Richard Vidan, Tom McDonald, Jim Palmer, Gerard G. Williams, Gwenda Deacon, Don Stanton, Dan Stanton, Colin Patrick Lynch, Noel Evangelisti, Nikki Cox, Lisa Brinegar, DeVaughn Walter Nixon, Tony Simotes, Diane Rodriguez, Dalton Abbott, Ron Young, Charles Robert Brown, Abdul Salaam El Razaac, Abdul Salaam El Razzac, Mike Muscat, Dean Norris, Charles Tamburro, J. Rob Jordan, Denney Pierce, Mark Christopher Lawrence, Terrence Evans, Pat Kouri, Van Ling, Peter Kent",1991-07-03,2016-08-10,136.0,TriStar Pictures,Certified-Fresh,93.0,82.0,Upright,94.0,748984.0,26,76,6
m/thank_you_for_smoking,Thank You for Smoking,"Nick Naylor (Aaron Eckhart), a lobbyist for big tobacco, finds it difficult to balance his duties defending the dangerous substance with those of being a good role model for his young son. Nick's life gets even more complicated when a liberal senator mounts an anti-smoking campaign that he must counter. Based on the novel by Christopher Buckley.","Loaded with delightfully unscrupulous characters and and a witty, cynical script, Thank You For Smoking is a sharp satire with a brilliantly smarmy lead performance from Aaron Eckhart.",R,"Comedy, Drama",Jason Reitman,Jason Reitman,"Aaron Eckhart, Maria Bello, Katie Holmes, Mary Jo Smith, Sam Elliott, Adam Brody, Rob Lowe, William H. Macy, Robert Duvall, Kim Dickens, Connie Ray, Todd Louiso, Marianne Muellerleile, Joan Lunden, Eric Haberman, Dennis Miller, Cameron Bright, David Koechner, J.K. Simmons, Jeff Witzke, Alex Diaz, Rachel Thorp, Jordan Garrett, Courtney Taylor Burness, Jordan Orr, Daniel Travis, Katie Winslow, Richard Speight Jr, Eric Maldonado, Renee Graham, Timothy Dowling, Melora Hardin, Terry James, Marc Scizak, Karen Harrison, Aaron Lustig, Michael Mantell, Tonyo Melendez, Spencer Garrett, Earl Billings, Nancy O'Dell, Roy Jenkins",2006-01-20,2015-12-12,92.0,Fox Searchlight,Certified-Fresh,86.0,182.0,Upright,87.0,258569.0,44,157,25
m/that_obscure_object_of_desire,That Obscure Object of Desire,"After dumping a bucket of water on a beautiful young woman from the window of a train car, wealthy Frenchman Mathieu (Fernando Rey), regales his fellow passengers with the story of the dysfunctional relationship between himself and the young woman in question, a fiery 19-year-old flamenco dancer named Conchita (played alternately by Carole Bouquet and Angela Molina). What follows is a tale of cruelty, depravity and lies -- the very building blocks of love.",That Obscure Object of Desire is a frequently unsettling treatise on the quixotic nature of lust and love.,R,"Comedy, Drama",Luis Buñuel,"Jean-Claude Carriere, Luis Buñuel","Fernando Rey, Carole Bouquet, Ángela Molina, Julien Bertheau, Milena Vukotic, André Weber, Pierre Pieral, María Asquerino, Ellen Bahl, Valerie Blanco, Auguste Carriere, Jacques Debary, Antonio Duque, André Lacombe, Lita Lluch-Piero, Annie Monange, Jean-Claude Montalban, Bernard Musson, Muni, Isabelle Rattier, David Dyno Rocha, Isabelle Sadoyan, Juan Santamaria",1977-08-17,2016-11-08,103.0,First Artists,Fresh,100.0,30.0,Upright,90.0,7488.0,4,30,0
m/thats_entertainment,That's Entertainment,"The last major film to be shot at MGM's world famous Hollywood backlot, ""That's Entertainment!"" is a star-studded traipse down memory lane. The film boasts more than 100 classic segments compiled from dozens of MGM's most popular song-and-dance numbers and features newly recorded footage hosted by a variety of familiar faces, including MGM favorites Bing Crosby, Fred Astaire, Gene Kelly, Donald O'Connor, Peter Lawford, Frank Sinatra, Clark Gable and Liza Minnelli.",,G,"Classics, Documentary, Musical & Performing Arts, Television","Jack Haley Jr., Jack Haley Jr.",Jack Haley Jr.,"Gene Kelly, Liza Minnelli, Donald O'Connor, Mickey Rooney, Debbie Reynolds, Peter Lawford, Mickey Rooney, James Stewart, Frank Sinatra, Elizabeth Taylor, Bing Crosby, Judy Garland, Esther Williams, Joan Crawford, Cary Grant, Fred Astaire",1973-12-31,2009-04-01,132.0,MGM Home Entertainment,Fresh,100.0,14.0,Upright,85.0,5364.0,2,14,0
m/the-desert-of-forbidden-art,The Desert Of Forbidden Art,"Igor Savitsky rescues 40,000 pieces of forbidden art and creates a museum.",,NR,"Documentary, Musical & Performing Arts","Tchavdar Georgiev, Amanda Pope","Amanda Pope, Tchavdar Georgiev","Ben Kingsley, Sally Field, Edward Asner, Igor Paramonov",2011-03-11,2016-11-20,80.0,Olive Films,Fresh,89.0,18.0,Upright,88.0,243.0,6,16,2
m/the-navigator,The Navigator,"In this revered silent comedy, the wealthy and impulsive Rollo Treadway (Buster Keaton) decides to propose to his beautiful socialite neighbor, Betsy O'Brien (Kathryn McGuire). Alhough Betsy turns Rollo down, he still opts go on the cruise that he intended as their honeymoon. When circumstances find both Rollo and Betsy on the wrong ship, they end up having adventures on the high seas, allowing Keaton plenty of opportunities to display his trademark agility.",,NR,"Classics, Comedy","Buster Keaton, Donald Crisp","Jean Havez, Clyde Bruckman, Joseph Mitchell","Buster Keaton, Kathryn McGuire, Fred Vroom, Noble Johnson, Clarence Burton, H.M. Clugston",1924-01-01,2016-11-20,69.0,MGM,Fresh,100.0,19.0,Upright,89.0,3192.0,2,19,0
m/the-other-side-of-the-mirror-bob-dylan-newport-19631965,The Other Side of the Mirror - Bob Dylan Newport 1963-1965,,,NR,"Documentary, Musical & Performing Arts",Murray Lerner,,"Bob Dylan, Joan Baez, Peter Paul And Mary, Johnny Cash, Pete  Seeger, Mike Bloomfield, Al Kooper, The Freedom Singers",,,,,Fresh,100.0,6.0,Upright,96.0,436.0,3,6,0
m/the-passenger-professione-reporter,Professione: reporter (The Passenger),"David Locke (Jack Nicholson) is a world-weary American journalist who has been sent to cover a conflict in northern Africa, but he makes little progress with the story. When he discovers the body of a stranger who looks similar to him, Locke assumes the dead man's identity. However, he soon finds out that the man was an arms dealer, leading Locke into dangerous situations. Aided by a beautiful woman (Maria Schneider), Locke attempts to avoid both the police and criminals out to get him.","Antonioni's classic, a tale of lonely, estranged characters on a journey though the mysterious landscapes of identity, shimmers with beauty and uncertainty.",PG-13,"Art House & International, Classics, Drama, Mystery & Suspense",Michelangelo Antonioni,"Mark Peploe, Peter Wollen, Michelangelo Antonioni","Jack Nicholson, Maria Schneider, Jenny Runacre, Ian Hendry, Ambrose Bia, Steven Berkoff, Ambroise Bia, José María Caffarel, James Campbell, Manfred Spies, Jean-Baptiste Tiemele, Ángel del Pozo, Chuck Mulvehill",1975-02-28,2012-04-16,119.0,Sony Pictures Classics,Certified-Fresh,88.0,74.0,Upright,85.0,8814.0,21,65,9
m/the-secret-of-kells,The Secret of Kells,"In the remote Irish woods, Cellach (Brendan Gleeson) prepares a fortress for an impending attack by a Viking war party. Unbeknown to Cellach, his young nephew Brendan (Evan McGuire) -- who has no taste for battle -- works secretly as an apprentice in the scriptorium of the local monastery, learning the ancient art of calligraphy. As the Vikings approach, revered illuminator Aidan (Mick Lally) arrives at the monastery and recruits Brendan to complete a series of dangerous, magical tasks.","Beautifully drawn and refreshingly calm, The Secret of Kells hearkens back to animation's golden age with an enchanting tale inspired by Irish mythology.",G,"Animation, Art House & International, Kids & Family, Science Fiction & Fantasy","Tomm Moore, Nora Twomey",Fabrice Ziolkowski,"Evan McGuire, Venise du Bois du Roy, Mick Lally, Christen Mooney, Brendan Gleeson, Liam Hourican, Paul Tylack, Michael Patrick McGrath, Paul Tylak, Michael Patrick McGrath, Paul Young",2010-03-12,2016-11-30,78.0,GKIDS,Certified-Fresh,90.0,83.0,Upright,85.0,11544.0,25,75,8
